date,PM2.5,Temperature,Humidity,WindSpeed,Precipitation,CO,NO2,SO2,O3,Lag_PM2.5,month,season_Spring,season_Summer,season_Autumn,season_Winter
2023-08-06,15.3905,24.0,84.12,1.64,1.85,0.5619,12.2488,2.4548,67.8893,13.5071,8,0,1,0,0
2023-08-07,23.5464,23.76,88.44,1.68,4.11,0.5129,16.5071,2.4274,61.3286,15.3905,8,0,1,0,0
2023-08-08,32.5631,25.41,86.53,1.31,1.91,0.5671,15.4464,2.6881,82.244,23.5464,8,0,1,0,0
2023-08-09,44.531,26.03,88.01,1.56,1.24,0.7562,13.7143,2.5726,101.0071,32.5631,8,0,1,0,0
2023-08-10,44.4679,25.92,87.91,1.83,0.43,0.829,12.7964,2.4548,101.4917,44.531,8,0,1,0,0
2023-08-11,38.625,25.65,88.5,1.24,16.77,0.6382,17.5131,2.2226,57.2536,44.4679,8,0,1,0,0
2023-08-12,7.9619,25.76,86.18,1.37,8.71,0.4413,8.5833,2.4643,72.7024,38.625,8,0,1,0,0
2023-08-13,10.8833,26.73,74.24,1.04,0.9,0.4464,12.3095,2.4964,78.6143,7.9619,8,0,1,0,0
2023-08-14,18.0917,27.61,72.76,1.48,0.0,0.4344,15.444,2.3762,92.3976,10.8833,8,0,1,0,0
2023-08-15,23.6964,26.65,80.92,1.42,0.02,0.4821,15.1845,2.2298,99.9476,18.0917,8,0,1,0,0
2023-08-16,28.9214,28.27,76.37,0.9,0.89,0.5461,13.3214,2.2476,115.5,23.6964,8,0,1,0,0
2023-08-17,24.7952,27.2,83.11,1.11,6.91,0.5642,11.8583,2.2071,118.4536,28.9214,8,0,1,0,0
2023-08-18,22.9179,27.06,61.34,1.66,0.06,0.3494,16.156,2.4821,78.3893,24.7952,8,0,1,0,0
2023-08-19,24.419,26.34,66.49,1.19,0.0,0.4019,20.65,2.3786,108.731,22.9179,8,0,1,0,0
2023-08-20,33.5167,26.15,82.79,1.6,12.38,0.5555,18.275,2.4107,89.7262,24.419,8,0,1,0,0
2023-08-21,9.6167,25.55,82.82,1.63,14.99,0.4125,9.8429,2.4667,103.5893,33.5167,8,0,1,0,0
2023-08-22,6.0226,22.82,66.4,2.09,0.5,0.273,14.7024,2.5583,65.6429,9.6167,8,0,1,0,0
2023-08-23,8.6119,23.73,73.15,1.2,0.55,0.3049,15.6226,2.3738,83.1583,6.0226,8,0,1,0,0
2023-08-24,9.6024,20.87,87.25,0.98,13.87,0.3437,12.1048,2.5988,71.2333,8.6119,8,0,1,0,0
2023-08-25,14.2667,22.43,71.26,1.18,0.9,0.4162,14.525,2.531,67.4512,9.6024,8,0,1,0,0
2023-08-26,13.5464,22.27,76.25,0.99,1.89,0.46,14.6345,2.5548,70.5655,14.2667,8,0,1,0,0
2023-08-27,21.1905,21.54,79.18,0.88,1.07,0.5771,17.906,2.3012,60.1131,13.5464,8,0,1,0,0
2023-08-28,10.6845,22.34,68.6,1.69,0.01,0.4015,15.919,2.2321,58.5429,21.1905,8,0,1,0,0
2023-08-29,9.8881,21.25,68.66,1.76,0.0,0.3114,16.0345,2.4988,58.6881,10.6845,8,0,1,0,0
2023-08-30,13.4821,22.18,72.62,1.37,0.13,0.339,18.5702,2.2869,62.7119,9.8881,8,0,1,0,0
2023-08-31,19.3964,22.19,74.1,1.45,0.97,0.4562,15.2988,2.3179,68.0131,13.4821,8,0,1,0,0
2023-09-01,18.5452,22.54,70.43,1.43,1.6,0.534,16.9143,2.7274,69.169,19.3964,9,0,0,1,0
2023-09-02,25.1762,22.81,78.34,1.37,16.98,0.5314,22.425,2.3881,74.1869,18.5452,9,0,0,1,0
2023-09-03,26.9238,23.86,82.28,0.85,6.32,0.5467,14.9405,2.5107,93.019,25.1762,9,0,0,1,0
2023-09-04,44.5048,24.95,78.52,1.18,0.05,0.6432,19.5393,2.5857,90.8881,26.9238,9,0,0,1,0
2023-09-05,67.9167,25.13,81.71,1.21,0.0,0.7904,17.9464,2.5095,103.231,44.5048,9,0,0,1,0
2023-09-06,58.1631,24.99,80.58,1.28,0.0,0.701,18.2095,3.0429,100.7,67.9167,9,0,0,1,0
2023-09-07,56.1738,24.67,77.87,1.74,0.06,0.6514,16.1107,2.7262,98.5714,58.1631,9,0,0,1,0
2023-09-08,66.8798,23.93,82.67,1.16,10.74,0.7588,19.9214,2.5298,61.0429,56.1738,9,0,0,1,0
2023-09-09,15.4,20.88,94.8,1.51,45.26,0.4577,8.8679,2.631,80.4357,66.8798,9,0,0,1,0
2023-09-10,19.1488,21.04,90.23,1.45,2.62,0.5299,10.0571,2.7298,78.4679,15.4,9,0,0,1,0
2023-09-11,24.8476,20.6,78.64,1.62,0.02,0.5283,14.5702,2.5845,58.6095,19.1488,9,0,0,1,0
2023-09-12,5.0488,19.46,67.29,1.88,0.0,0.3115,17.4036,2.3226,54.6881,24.8476,9,0,0,1,0
2023-09-13,12.7786,19.75,75.09,1.74,0.0,0.4252,22.8607,2.1369,64.1988,5.0488,9,0,0,1,0
2023-09-14,22.7893,20.24,80.47,1.61,0.0,0.4679,24.4083,2.2643,79.1071,12.7786,9,0,0,1,0
2023-09-15,28.481,20.81,73.96,1.65,0.0,0.5345,27.0274,2.5345,90.9095,22.7893,9,0,0,1,0
2023-09-16,45.0393,21.78,79.69,1.37,0.0,0.5942,26.8679,2.3857,96.6845,28.481,9,0,0,1,0
2023-09-17,50.4214,22.38,82.44,1.7,3.94,0.6086,22.6381,2.5381,81.8298,45.0393,9,0,0,1,0
2023-09-18,19.8976,21.7,72.42,1.59,0.48,0.4739,18.2238,2.2881,79.369,50.4214,9,0,0,1,0
2023-09-19,7.9321,17.86,64.64,2.03,0.03,0.3239,21.5095,2.5643,35.2988,19.8976,9,0,0,1,0
2023-09-20,6.8107,18.48,67.15,1.53,0.06,0.3087,19.7869,2.8167,39.8512,7.9321,9,0,0,1,0
2023-09-21,15.9167,19.38,67.96,1.47,0.11,0.4031,25.6,2.2381,58.9857,6.8107,9,0,0,1,0
2023-09-22,9.2583,19.27,67.66,2.32,0.32,0.3136,17.8452,2.5488,59.2417,15.9167,9,0,0,1,0
2023-09-23,12.7548,17.84,65.14,1.31,0.27,0.4411,24.8381,2.631,45.1381,9.2583,9,0,0,1,0
2023-09-24,19.8357,15.22,68.4,0.93,1.03,0.5279,30.1643,2.2036,32.6369,12.7548,9,0,0,1,0
2023-09-25,23.8476,16.34,75.77,1.01,0.01,0.5117,26.4917,2.3381,30.7464,19.8357,9,0,0,1,0
2023-09-26,41.8369,19.01,75.75,0.95,0.0,0.6233,30.6036,2.3036,36.9393,23.8476,9,0,0,1,0
2023-09-27,31.0036,17.95,59.26,1.98,0.0,0.5064,25.6702,2.3607,38.7274,41.8369,9,0,0,1,0
2023-09-28,7.5476,16.36,51.83,1.95,0.0,0.3054,27.7345,2.3119,33.7369,31.0036,9,0,0,1,0
2023-09-29,16.2369,17.71,58.27,1.78,0.0,0.3549,24.9738,2.3917,45.1857,7.5476,9,0,0,1,0
2023-09-30,3.7643,16.14,54.86,2.23,0.0,0.2213,11.4417,2.4929,50.6667,16.2369,9,0,0,1,0
2023-10-01,8.3845,16.09,53.9,2.01,0.0,0.2506,19.6405,2.3786,41.4119,3.7643,10,0,0,1,0
2023-10-02,23.6167,15.24,70.47,1.39,0.0,0.418,28.8845,2.5512,43.0333,8.3845,10,0,0,1,0
2023-10-03,29.9405,17.87,65.42,1.55,1.75,0.504,22.419,2.4845,62.4881,23.6167,10,0,0,1,0
2023-10-04,8.356,16.16,49.31,2.98,0.16,0.2873,17.1679,2.3738,41.7452,29.9405,10,0,0,1,0
2023-10-05,6.8821,12.91,48.68,1.8,0.0,0.2489,20.6929,2.3083,32.8869,8.356,10,0,0,1,0
2023-10-06,13.7131,14.43,54.96,1.21,0.0,0.3221,25.1929,2.1869,28.869,6.8821,10,0,0,1,0
2023-10-07,32.7,14.83,64.78,1.92,0.48,0.4964,33.0917,2.881,40.0667,13.7131,10,0,0,1,0
2023-10-08,25.7119,15.29,66.74,1.73,2.53,0.4004,29.2024,2.35,36.1631,32.7,10,0,0,1,0
2023-10-09,5.8595,15.69,56.86,2.66,0.01,0.2719,15.3048,2.4071,47.3821,25.7119,10,0,0,1,0
2023-10-10,11.3262,15.52,60.41,1.53,0.0,0.3864,24.1762,2.25,45.8012,5.8595,10,0,0,1,0
2023-10-11,26.8667,15.52,66.15,1.54,0.01,0.4768,32.15,2.275,55.0083,11.3262,10,0,0,1,0
2023-10-12,62.2262,14.35,83.38,0.74,0.85,0.6561,45.6452,2.2726,26.95,26.8667,10,0,0,1,0
2023-10-13,35.844,14.4,67.58,2.01,0.06,0.482,27.525,2.2929,30.3083,62.2262,10,0,0,1,0
2023-10-14,6.3167,14.39,48.76,2.34,0.0,0.297,25.206,2.2405,39.0643,35.844,10,0,0,1,0
2023-10-15,8.5738,14.29,47.31,2.22,0.0,0.2865,23.3774,2.2726,36.0738,6.3167,10,0,0,1,0
2023-10-16,12.4083,11.94,53.04,1.71,0.0,0.3777,21.6857,2.3345,39.7345,8.5738,10,0,0,1,0
2023-10-17,30.6631,14.39,68.43,1.32,0.94,0.5461,31.25,2.1952,44.794,12.4083,10,0,0,1,0
2023-10-18,14.6333,15.19,52.15,3.06,0.93,0.3476,18.594,2.425,45.2583,30.6631,10,0,0,1,0
2023-10-19,3.7333,11.76,40.89,3.9,0.78,0.2104,12.2405,2.1631,40.2202,14.6333,10,0,0,1,0
2023-10-20,5.2393,9.26,43.27,2.87,0.0,0.2383,13.6655,2.1798,39.4583,3.7333,10,0,0,1,0
2023-10-21,12.3262,11.34,44.02,2.67,0.0,0.3111,29.8226,1.9976,27.081,5.2393,10,0,0,1,0
2023-10-22,21.7929,12.74,49.3,1.83,0.0,0.418,38.0405,2.3655,26.494,12.3262,10,0,0,1,0
2023-10-23,76.1786,13.44,60.14,1.36,0.0,0.7468,54.7619,3.1464,29.9083,21.7929,10,0,0,1,0
2023-10-24,105.0048,14.24,53.79,1.93,0.0,0.8499,48.1286,2.4952,51.7964,76.1786,10,0,0,1,0
2023-10-25,61.1762,16.09,45.34,2.84,0.0,0.6782,48.381,2.4155,46.9095,105.0048,10,0,0,1,0
2023-10-26,9.3452,12.37,50.77,1.77,0.0,0.3767,31.1262,2.4119,31.944,61.1762,10,0,0,1,0
2023-10-27,24.419,13.6,50.17,1.61,0.0,0.5124,43.0119,2.2869,22.9464,9.3452,10,0,0,1,0
2023-10-28,57.5476,13.06,61.74,1.41,0.0,0.8186,48.9821,3.2821,34.6976,24.419,10,0,0,1,0
2023-10-29,122.1095,13.88,75.27,1.18,0.0,1.1789,40.9095,2.1464,42.4298,57.5476,10,0,0,1,0
2023-10-30,102.9786,13.48,62.46,2.09,0.0,1.0276,30.8083,2.2548,62.2774,122.1095,10,0,0,1,0
2023-10-31,77.8619,13.85,65.49,1.46,0.0,0.8432,26.2679,1.9655,46.0369,102.9786,10,0,0,1,0
2023-11-01,122.2321,14.42,70.24,1.57,0.0,1.0782,31.5619,2.1464,53.3905,77.8619,11,0,0,1,0
2023-11-02,65.1048,15.08,57.24,2.71,0.0,0.7342,16.4155,2.2357,54.6833,122.2321,11,0,0,1,0
2023-11-03,4.975,8.84,57.67,2.41,0.0,0.2718,16.7107,2.3548,35.994,65.1048,11,0,0,1,0
2023-11-04,21.2655,8.89,74.39,1.27,0.03,0.4814,31.825,2.3536,20.6512,4.975,11,0,0,1,0
2023-11-05,18.819,8.21,79.57,2.62,7.75,0.4457,22.4714,2.3583,29.4893,21.2655,11,0,0,1,0
2023-11-06,9.3119,2.87,42.97,4.93,0.01,0.2043,7.4893,2.2833,46.7607,18.819,11,0,0,1,0
2023-11-07,18.85,3.5,58.33,1.7,0.02,0.3383,30.1155,2.0476,21.3929,9.3119,11,0,0,1,0
2023-11-08,29.2536,5.7,55.18,1.85,0.0,0.4582,36.344,1.9774,19.131,18.85,11,0,0,1,0
2023-11-09,4.8548,0.89,35.77,4.33,0.0,0.2368,8.3726,2.2833,48.4976,29.2536,11,0,0,1,0
2023-11-10,5.5262,-0.94,39.14,1.64,0.0,0.2317,13.5119,2.0238,37.144,4.8548,11,0,0,1,0
2023-11-11,7.5071,-0.99,46.52,2.0,0.0,0.2435,16.6702,1.9988,32.4167,5.5262,11,0,0,1,0
2023-11-12,5.3714,-1.36,46.09,3.01,0.0,0.2,8.3179,1.8167,46.1321,7.5071,11,0,0,1,0
2023-11-13,19.3107,0.38,50.75,2.03,0.0,0.3076,27.5107,1.956,28.6155,5.3714,11,0,0,1,0
2023-11-14,35.1452,2.85,48.4,1.62,0.0,0.491,43.3238,2.356,17.2571,19.3107,11,0,0,1,0
2023-11-15,47.2583,2.59,61.66,1.39,0.0,0.6433,51.1714,2.4476,9.1726,35.1452,11,0,0,1,0
2023-11-16,6.356,2.31,44.62,3.92,0.0,0.1964,9.1321,2.0905,50.381,47.2583,11,0,0,1,0
2023-11-17,3.2036,-0.24,37.88,4.11,0.0,0.2035,6.4774,2.2143,48.0321,6.356,11,0,0,1,0
2023-11-18,18.544,1.66,51.18,1.62,0.0,0.4018,37.175,2.5214,19.2714,3.2036,11,0,0,1,0
2023-11-19,24.5131,7.02,43.2,2.72,0.0,0.4298,36.294,2.1631,22.3845,18.544,11,0,0,1,0
2023-11-20,56.9893,5.7,64.47,1.38,0.0,0.704,58.5786,3.3167,12.2274,24.5131,11,0,0,1,0
2023-11-21,108.1214,5.49,71.03,1.39,0.0,0.9457,60.9702,3.056,18.4452,56.9893,11,0,0,1,0
2023-11-22,76.4857,5.71,55.01,2.48,0.0,0.6756,37.1548,2.344,31.6714,108.1214,11,0,0,1,0
2023-11-23,3.2929,-1.5,31.57,5.99,0.01,0.2157,4.85,2.2071,48.5274,76.4857,11,0,0,1,0
2023-11-24,9.1155,-4.51,38.24,2.15,0.0,0.3249,17.9107,2.2821,31.6929,3.2929,11,0,0,1,0
2023-11-25,29.3679,-2.87,57.27,1.96,0.0,0.544,43.4917,2.9369,9.206,9.1155,11,0,0,1,0
2023-11-26,36.9262,-2.39,62.65,1.34,0.0,0.6774,48.5167,2.525,5.5393,29.3679,11,0,0,1,0
2023-11-27,23.1226,0.06,53.31,2.86,0.03,0.5006,28.481,2.3607,26.831,36.9262,11,0,0,1,0
2023-11-28,9.0464,-2.48,45.42,2.12,0.01,0.2532,20.2262,2.0762,39.9071,23.1226,11,0,0,1,0
2023-11-29,4.8274,-5.06,38.13,4.01,0.0,0.1989,5.7048,2.1381,55.7988,9.0464,11,0,0,1,0
2023-11-30,6.3298,-5.31,44.08,3.03,0.0,0.2074,11.3726,1.9119,48.3214,4.8274,11,0,0,1,0
2023-12-01,16.2369,-4.02,46.79,2.57,0.0,0.3265,30.106,2.0345,31.219,6.3298,12,0,0,0,1
2023-12-02,23.6917,-0.26,42.8,2.48,0.0,0.4729,39.4381,2.6226,22.9964,16.2369,12,0,0,0,1
2023-12-03,34.0452,-0.41,52.98,1.57,0.0,0.6221,50.7726,3.6476,15.4119,23.6917,12,0,0,0,1
2023-12-04,56.806,1.83,49.02,1.76,0.0,0.8965,60.0619,4.144,8.1536,34.0452,12,0,0,0,1
2023-12-05,70.031,1.73,58.91,0.92,0.0,1.0619,66.2143,4.5905,9.194,56.806,12,0,0,0,1
2023-12-06,37.8583,1.12,46.19,1.99,0.0,0.2874,21.7655,2.0905,38.7821,70.031,12,0,0,0,1
2023-12-07,84.6881,2.09,57.63,1.15,0.0,0.6985,53.8821,3.744,9.4381,37.8583,12,0,0,0,1
2023-12-08,81.8214,3.5,60.57,1.68,0.0,1.0158,65.8321,4.1619,9.3321,84.6881,12,0,0,0,1
2023-12-09,37.7405,1.89,54.16,1.25,0.96,0.7042,42.0762,3.731,19.519,81.8214,12,0,0,0,1
2023-12-10,26.0786,-2.56,47.9,1.44,2.46,0.7145,34.1083,6.1262,14.825,37.7405,12,0,0,0,1
2023-12-11,25.1595,-3.98,74.64,1.06,3.51,0.5177,25.544,2.4298,21.8512,26.0786,12,0,0,0,1
2023-12-12,52.9417,-7.32,74.38,1.79,0.08,0.6661,36.9036,2.3012,8.4726,25.1595,12,0,0,0,1
2023-12-13,74.4048,-5.68,79.27,1.78,1.94,1.1545,40.4702,2.2429,8.1429,52.9417,12,0,0,0,1
2023-12-14,50.3595,-5.88,80.02,1.64,5.72,0.957,28.144,2.4107,18.3036,74.4048,12,0,0,0,1
2023-12-15,8.4714,-9.19,61.7,3.94,0.11,0.296,7.2143,2.2738,50.1071,50.3595,12,0,0,0,1
2023-12-16,5.7881,-14.02,50.09,4.96,0.0,0.248,4.6381,3.1488,53.9131,8.4714,12,0,0,0,1
2023-12-17,15.0738,-12.58,54.83,2.01,0.0,0.3737,22.4821,2.5357,40.894,5.7881,12,0,0,0,1
2023-12-18,46.5476,-11.7,72.31,1.45,0.0,0.6277,49.425,2.856,17.1798,15.0738,12,0,0,0,1
2023-12-19,20.8238,-13.22,57.49,4.62,0.0,0.3763,20.9952,2.1952,45.831,46.5476,12,0,0,0,1
2023-12-20,6.5357,-16.12,49.13,4.5,0.0,0.2656,8.0167,2.4738,54.0107,20.8238,12,0,0,0,1
2023-12-21,7.6845,-14.93,52.56,5.18,0.0,0.2418,10.4,2.2155,49.0345,6.5357,12,0,0,0,1
2023-12-22,15.4167,-11.76,57.24,2.61,0.0,0.3652,30.8857,2.2131,32.1012,7.6845,12,0,0,0,1
2023-12-23,23.6452,-9.66,56.12,2.74,0.0,0.4454,30.1512,2.8238,32.7702,15.4167,12,0,0,0,1
2023-12-24,29.119,-8.82,60.25,3.28,0.0,0.457,34.0048,2.8226,32.5286,23.6452,12,0,0,0,1
2023-12-25,45.0298,-7.17,71.19,2.44,0.0,0.7346,58.1571,2.5524,14.0464,29.119,12,0,0,0,1
2023-12-26,34.3893,-3.92,62.53,2.55,0.0,0.5963,43.7024,2.1488,22.1571,45.0298,12,0,0,0,1
2023-12-27,23.7583,-4.68,65.16,1.26,0.0,0.6275,41.6917,2.4321,15.506,34.3893,12,0,0,0,1
2023-12-28,41.4357,-3.52,66.03,2.14,0.0,0.7525,47.2595,2.4381,13.2274,23.7583,12,0,0,0,1
2023-12-29,90.806,-2.85,74.36,1.04,0.0,1.0799,63.4833,2.3071,9.6869,41.4357,12,0,0,0,1
2023-12-30,119.1738,-1.8,72.58,2.19,0.03,1.1587,61.356,2.3929,16.8464,90.806,12,0,0,0,1
2023-12-31,10.6869,-3.39,58.97,2.57,0.0,0.2658,18.5714,1.8905,49.3536,119.1738,12,0,0,0,1
2024-01-01,66.0595,-4.51,79.11,1.03,0.0,0.7268,50.2036,2.1571,13.4298,10.6869,1,0,0,0,1
2024-01-02,70.1548,-3.21,62.89,2.9,0.0,0.869,50.881,2.2881,12.575,66.0595,1,0,0,0,1
2024-01-03,16.1798,-3.09,57.5,2.81,0.0,0.3545,29.8131,2.0655,33.819,70.1548,1,0,0,0,1
2024-01-04,44.3036,-2.18,60.14,2.71,0.0,0.5986,42.1905,2.2595,25.2536,16.1798,1,0,0,0,1
2024-01-05,19.1952,-2.93,58.27,1.77,0.0,0.3914,31.6595,2.0357,32.7393,44.3036,1,0,0,0,1
2024-01-06,5.8107,-5.14,48.22,3.95,0.0,0.2524,10.7155,1.9774,44.3071,19.1952,1,0,0,0,1
2024-01-07,11.731,-7.84,53.43,2.12,0.0,0.3129,22.3738,2.0988,29.9012,5.8107,1,0,0,0,1
2024-01-08,38.1774,-5.32,68.54,0.67,0.0,0.6082,47.8774,2.7786,9.4893,11.731,1,0,0,0,1
2024-01-09,28.9536,-2.15,53.53,1.76,0.16,0.4725,33.7036,2.8548,26.4476,38.1774,1,0,0,0,1
2024-01-10,28.406,-4.59,64.96,2.09,0.0,0.52,40.9643,2.3024,23.444,28.9536,1,0,0,0,1
2024-01-11,58.581,-0.45,58.53,2.14,0.0,0.8968,58.475,2.6226,12.0619,28.406,1,0,0,0,1
2024-01-12,74.4905,-0.94,57.77,1.22,0.0,1.1736,63.2452,3.5583,11.3083,58.581,1,0,0,0,1
2024-01-13,51.3821,-3.06,71.89,1.66,0.0,0.9624,43.7333,2.6071,15.0155,74.4905,1,0,0,0,1
2024-01-14,7.4048,-3.85,38.9,3.06,0.0,0.2663,13.5548,1.9631,52.4798,51.3821,1,0,0,0,1
2024-01-15,17.3548,-5.02,50.32,1.84,0.0,0.4408,36.3083,2.2321,23.8012,7.4048,1,0,0,0,1
2024-01-16,50.1488,-3.62,73.27,1.57,0.07,0.7081,50.2964,2.5238,9.0726,17.3548,1,0,0,0,1
2024-01-17,82.6929,-1.79,81.27,0.72,0.55,0.8443,58.8107,2.094,5.6762,50.1488,1,0,0,0,1
2024-01-18,68.7369,-3.16,57.01,1.65,0.01,0.916,49.5869,2.7655,11.3917,82.6929,1,0,0,0,1
2024-01-19,40.1726,-4.95,58.47,1.01,0.25,0.8498,49.8095,3.3476,10.6821,68.7369,1,0,0,0,1
2024-01-20,30.9036,-6.17,61.22,1.71,0.5,0.7079,37.7857,3.131,23.4429,40.1726,1,0,0,0,1
2024-01-21,5.394,-10.72,38.29,5.52,0.0,0.2252,5.7512,2.075,58.8179,30.9036,1,0,0,0,1
2024-01-22,5.4202,-10.7,41.57,4.56,0.0,0.2374,7.6333,2.0131,56.9048,5.394,1,0,0,0,1
2024-01-23,5.944,-8.33,42.86,5.66,0.0,0.2242,10.2571,1.8536,53.9143,5.4202,1,0,0,0,1
2024-01-24,10.0488,-4.64,49.72,3.24,0.0,0.2645,21.2167,1.981,44.8536,5.944,1,0,0,0,1
2024-01-25,12.644,-3.6,41.78,3.55,0.0,0.2992,21.0798,2.3667,45.7571,10.0488,1,0,0,0,1
2024-01-26,15.2286,-3.61,41.43,3.26,0.0,0.3013,19.6536,2.7631,49.5738,12.644,1,0,0,0,1
2024-01-27,16.319,-4.86,46.82,2.93,0.0,0.3194,23.9155,2.4333,44.9476,15.2286,1,0,0,0,1
2024-01-28,26.4298,-3.45,49.32,2.39,0.0,0.4849,38.7774,2.7333,28.5262,16.319,1,0,0,0,1
2024-01-29,58.4655,-4.28,60.49,2.38,0.0,0.9035,46.194,4.406,18.9786,26.4298,1,0,0,0,1
2024-01-30,86.5655,-5.17,81.03,1.1,0.0,1.0301,36.4321,2.6036,21.0702,58.4655,1,0,0,0,1
2024-01-31,43.1845,-5.07,54.23,2.14,0.0,0.5773,23.856,2.4905,40.881,86.5655,1,0,0,0,1
2024-02-01,19.4952,-7.51,49.3,0.97,0.0,0.3914,20.3821,3.8964,42.4345,43.1845,2,0,0,0,1
2024-02-02,39.3786,-6.63,59.39,1.02,0.0,0.5951,36.5881,2.3595,19.306,19.4952,2,0,0,0,1
2024-02-03,53.6774,-3.66,55.85,1.07,0.0,0.6817,41.4988,2.9143,20.1536,39.3786,2,0,0,0,1
2024-02-04,71.3524,-4.91,64.77,1.1,0.24,0.9507,43.1024,3.5821,21.2905,53.6774,2,0,0,0,1
2024-02-05,67.2012,-2.74,65.55,1.15,0.42,0.7795,31.3298,3.3869,36.7762,71.3524,2,0,0,0,1
2024-02-06,36.4202,-2.25,56.42,2.06,0.03,0.4606,18.4702,2.1774,47.9095,67.2012,2,0,0,0,1
2024-02-07,16.0857,-2.86,46.26,2.64,0.0,0.2879,9.7845,2.0512,65.2786,36.4202,2,0,0,0,1
2024-02-08,16.531,-2.62,49.24,2.22,0.0,0.2982,11.9643,2.0393,63.5976,16.0857,2,0,0,0,1
2024-02-09,35.656,-1.43,48.63,3.4,0.0,0.4582,16.0679,2.7536,59.7345,16.531,2,0,0,0,1
2024-02-10,24.5048,-2.12,46.34,2.76,0.0,0.2542,8.594,2.2714,66.469,35.656,2,0,0,0,1
2024-02-11,49.9917,1.69,47.4,2.56,0.0,0.4233,19.0619,2.6167,50.7929,24.5048,2,0,0,0,1
2024-02-12,78.0071,2.74,58.67,1.31,0.0,0.6573,28.0869,3.8357,53.531,49.9917,2,0,0,0,1
2024-02-13,104.1024,5.62,56.69,1.51,0.0,0.8598,34.2155,3.8298,66.844,78.0071,2,0,0,0,1
2024-02-14,43.581,2.96,53.38,2.62,0.0,0.4673,17.4214,2.3929,61.1464,104.1024,2,0,0,0,1
2024-02-15,8.494,0.41,46.65,2.5,0.0,0.2452,8.2821,2.2262,63.7012,43.581,2,0,0,0,1
2024-02-16,41.5667,0.58,60.48,1.61,0.0,0.4938,19.781,2.5964,48.3881,8.494,2,0,0,0,1
2024-02-17,63.325,1.86,79.74,1.47,0.0,0.6482,28.2893,2.6345,42.1786,41.5667,2,0,0,0,1
2024-02-18,60.0893,3.94,74.03,2.56,0.44,0.9156,23.7857,2.6024,38.9381,63.325,2,0,0,0,1
2024-02-19,6.7476,-0.8,28.54,3.94,0.0,0.1887,4.4845,2.1917,65.5905,60.0893,2,0,0,0,1
2024-02-20,8.5488,-3.95,35.46,2.22,2.96,0.2499,7.2607,2.1119,56.5726,6.7476,2,0,0,0,1
2024-02-21,10.8119,-4.0,42.29,2.71,3.79,0.2694,11.7262,2.2571,50.925,8.5488,2,0,0,0,1
2024-02-22,5.0952,-3.45,39.14,2.05,0.06,0.2264,8.6452,2.7667,59.5548,10.8119,2,0,0,0,1
2024-02-23,18.8738,-2.72,52.09,1.22,0.0,0.4927,28.0488,3.1429,37.6167,5.0952,2,0,0,0,1
2024-02-24,38.4512,-0.81,56.99,1.14,0.0,0.5462,29.1452,2.7,40.6357,18.8738,2,0,0,0,1
2024-02-25,25.3214,0.22,40.38,2.64,0.0,0.2918,15.994,2.1952,50.4821,38.4512,2,0,0,0,1
2024-02-26,47.2226,-1.5,48.68,2.27,0.0,0.6948,25.019,4.6476,48.7976,25.3214,2,0,0,0,1
2024-02-27,42.0833,-0.19,68.61,2.43,0.07,0.4686,28.731,2.8238,41.5833,47.2226,2,0,0,0,1
2024-02-28,43.1762,0.22,62.63,2.07,0.01,0.4565,30.1631,2.3476,38.0357,42.0833,2,0,0,0,1
2024-02-29,11.6619,-2.07,32.97,4.25,0.0,0.2524,8.4119,2.2357,65.4774,43.1762,2,0,0,0,1
2024-03-01,10.4143,-2.47,39.51,2.17,0.0,0.2417,14.8333,2.1012,55.6536,11.6619,3,1,0,0,0
2024-03-02,28.1143,1.08,39.19,2.83,0.0,0.3515,24.7429,1.9774,42.8583,10.4143,3,1,0,0,0
2024-03-03,25.3643,0.47,45.86,2.75,0.0,0.466,23.9667,2.4393,48.8107,28.1143,3,1,0,0,0
2024-03-04,31.4202,0.0,59.69,1.56,0.08,0.6398,27.6929,3.5845,47.4345,25.3643,3,1,0,0,0
2024-03-05,50.4607,0.83,68.53,1.38,1.81,0.6336,23.9345,2.4595,48.9881,31.4202,3,1,0,0,0
2024-03-06,31.0571,1.52,45.75,2.01,0.01,0.4119,22.8274,2.0476,48.7286,50.4607,3,1,0,0,0
2024-03-07,34.2321,2.04,48.35,3.88,0.0,0.401,23.9929,2.331,44.3333,31.0571,3,1,0,0,0
2024-03-08,7.131,1.74,38.85,2.64,0.0,0.2232,14.5631,2.0369,58.1595,34.2321,3,1,0,0,0
2024-03-09,33.1821,4.32,42.06,1.59,0.0,0.4465,36.9429,3.7107,39.6214,7.131,3,1,0,0,0
2024-03-10,77.4167,4.86,53.87,1.42,0.0,0.6761,51.7274,3.994,34.6833,33.1821,3,1,0,0,0
2024-03-11,49.6476,6.86,40.82,2.48,0.0,0.4846,31.1869,2.4476,50.1905,77.4167,3,1,0,0,0
2024-03-12,27.6905,5.47,40.7,2.02,0.0,0.355,19.069,2.325,70.1881,49.6476,3,1,0,0,0
2024-03-13,35.4631,8.28,38.47,2.01,0.0,0.392,35.3798,2.2619,53.1655,27.6905,3,1,0,0,0
2024-03-14,33.6905,9.65,36.69,2.58,0.0,0.4163,34.0679,2.7405,58.8202,35.4631,3,1,0,0,0
