date,PM2.5,WindSpeed,Humidity,NO2,CO,O3,Precipitation,Temperature,Lag_PM2.5,month
2024-05-31,3.8012,3.03,40.89,10.7238,0.1954,78.4762,2.24,22.01,16.1238,5
2024-06-01,11.0571,1.58,35.74,21.3155,0.2608,84.5845,0.0,25.42,3.8012,6
2024-06-02,16.4274,2.14,34.29,21.6488,0.3388,97.9488,0.01,25.4,11.0571,6
2024-06-03,21.6393,1.86,42.69,24.4262,0.4379,116.3845,0.1,25.51,16.4274,6
2024-06-04,28.0429,1.79,53.18,23.2024,0.5905,123.4869,0.6,24.54,21.6393,6
2024-06-05,30.875,1.97,57.28,24.706,0.5836,106.9024,0.63,23.59,28.0429,6
2024-06-06,34.0607,2.37,53.2,21.7631,0.5129,117.5143,2.53,23.9,30.875,6
2024-06-07,26.5738,1.45,74.79,17.2452,0.434,74.931,26.42,19.86,34.0607,6
2024-06-08,23.5583,1.34,45.14,15.9036,0.4587,101.9048,0.01,25.83,26.5738,6
2024-06-09,25.3881,2.15,37.78,17.0714,0.4192,117.4369,2.07,27.48,23.5583,6
2024-06-10,28.3024,1.72,46.54,14.3393,0.6196,128.9345,2.05,27.97,25.3881,6
2024-06-11,16.5429,1.4,41.58,21.8202,0.4208,124.825,0.92,29.91,28.3024,6
2024-06-12,17.5786,1.63,44.93,21.4333,0.3862,139.1345,1.06,28.75,16.5429,6
2024-06-13,26.7155,1.68,54.05,16.2488,0.5556,142.4262,6.65,28.14,17.5786,6
2024-06-14,18.6024,2.03,39.91,12.3905,0.4595,107.381,0.03,27.45,26.7155,6
2024-06-15,11.5881,2.25,37.56,16.8,0.2831,75.7786,1.36,26.38,18.6024,6
2024-06-16,22.6167,2.14,37.46,18.8071,0.4526,112.4595,0.0,27.56,11.5881,6
2024-06-17,30.7357,2.81,38.55,16.8214,0.4401,145.4952,0.0,29.29,22.6167,6
2024-06-18,31.3417,2.52,41.99,19.981,0.4686,152.1845,0.19,28.75,30.7357,6
2024-06-19,40.3881,2.32,49.48,18.7119,0.5049,149.6452,0.29,28.73,31.3417,6
2024-06-20,37.2655,1.93,62.12,15.1774,0.5824,121.3012,0.38,26.33,40.3881,6
2024-06-21,29.675,1.17,75.14,19.5012,0.6262,64.9167,6.27,23.43,37.2655,6
2024-06-22,40.581,2.57,42.63,14.775,0.4171,79.0655,0.14,26.01,29.675,6
2024-06-23,44.5321,2.81,42.27,13.7202,0.2211,59.1155,0.05,24.18,40.581,6
2024-06-24,7.181,1.77,41.56,11.1929,0.1974,72.6452,0.0,26.36,44.5321,6
2024-06-25,12.094,1.61,40.76,17.9857,0.2943,104.4869,0.15,28.02,7.181,6
2024-06-26,30.019,2.18,41.24,16.4,0.6532,149.8786,0.0,28.9,12.094,6
2024-06-27,22.256,2.76,36.98,16.9119,0.3431,132.0488,0.99,29.14,30.019,6
2024-06-28,26.4429,2.57,46.16,19.5798,0.399,149.4845,0.19,28.39,22.256,6
2024-06-29,32.4321,1.79,56.22,14.631,0.6462,136.9774,5.41,27.69,26.4429,6
2024-06-30,23.4762,1.3,54.15,11.9952,0.47,115.7548,1.03,28.46,32.4321,6
2024-07-01,12.894,2.22,65.64,9.3857,0.4261,98.5738,3.41,24.44,23.4762,7
2024-07-02,22.0643,2.19,68.48,13.3512,0.4321,63.7107,5.4,20.99,12.894,7
2024-07-03,20.481,1.73,53.25,12.2726,0.3494,80.0,0.04,24.55,22.0643,7
2024-07-04,35.3417,1.65,63.07,15.8274,0.5117,100.9845,0.44,25.49,20.481,7
2024-07-05,50.0036,1.53,73.41,14.606,0.6174,112.9036,5.11,26.6,35.3417,7
2024-07-06,19.406,1.77,54.85,10.7286,0.4129,101.0369,1.85,29.41,50.0036,7
2024-07-07,18.5464,1.36,55.23,15.9048,0.4775,94.1762,2.22,27.65,19.406,7
2024-07-08,19.7381,1.46,59.52,10.4619,0.4604,88.8952,0.49,27.94,18.5464,7
2024-07-09,41.7929,1.46,48.83,15.1012,0.6019,100.3452,0.33,28.14,19.7381,7
2024-07-10,46.0738,1.17,53.05,16.3238,0.6132,116.2643,0.16,28.11,41.7929,7
2024-07-11,49.9821,1.98,49.6,18.2452,0.6835,134.7024,1.5,29.77,46.0738,7
2024-07-12,28.3155,1.03,78.7,14.2786,0.5463,98.9512,29.91,25.27,49.9821,7
2024-07-13,33.0167,1.48,87.26,8.8714,0.5995,97.3774,15.03,23.23,28.3155,7
2024-07-14,49.05,1.59,73.98,11.1071,0.8806,91.7714,0.69,24.98,33.0167,7
2024-07-15,37.2845,1.85,71.79,12.0119,0.6565,76.7036,3.42,25.34,49.05,7
2024-07-16,25.4369,1.79,78.59,8.1298,0.5455,91.0833,21.4,25.91,37.2845,7
2024-07-17,7.5464,1.99,50.6,14.0857,0.2944,78.8643,0.0,27.79,25.4369,7
2024-07-18,8.6345,2.51,44.72,16.7369,0.2764,73.6119,0.0,29.83,7.5464,7
2024-07-19,18.9024,2.12,57.26,17.8893,0.49,114.6274,10.54,29.5,8.6345,7
2024-07-20,14.3393,1.77,61.47,11.669,0.3683,119.0631,2.98,29.62,18.9024,7
2024-07-21,24.0774,2.14,65.17,9.5857,0.4526,109.6095,2.91,30.11,14.3393,7
2024-07-22,15.3762,1.47,78.31,8.7226,0.4454,109.3464,14.43,29.53,24.0774,7
2024-07-23,33.719,1.4,67.5,10.8536,0.6326,104.7262,1.67,31.16,15.3762,7
2024-07-24,27.15,1.66,77.83,10.5167,0.5207,94.0738,8.21,29.86,33.719,7
2024-07-25,10.5429,2.86,86.65,6.7107,0.4181,69.6714,26.11,26.58,27.15,7
2024-07-26,11.3655,1.44,74.84,8.5286,0.4427,73.2679,2.09,27.67,10.5429,7
2024-07-27,17.4571,1.61,79.23,8.369,0.5401,77.1714,1.87,27.97,11.3655,7
2024-07-28,13.2655,1.21,68.25,8.6083,0.4555,75.0036,0.0,30.13,17.4571,7
2024-07-29,18.8226,1.39,69.52,11.8762,0.4423,77.2952,4.46,30.06,13.2655,7
2024-07-30,6.7357,2.86,89.98,8.294,0.4471,47.7036,78.18,27.35,18.8226,7
2024-07-31,13.181,1.45,82.6,7.4167,0.4818,71.1714,7.59,27.48,6.7357,7
2024-08-01,9.0345,1.13,73.6,11.031,0.4256,79.9607,0.44,28.28,13.181,8
2024-08-02,18.1536,1.41,81.89,14.475,0.536,70.9179,9.35,27.9,9.0345,8
2024-08-03,18.3821,1.94,87.52,10.9643,0.5725,74.3679,14.23,27.76,18.1536,8
2024-08-04,17.6964,0.95,80.88,8.55,0.528,81.6607,15.6,28.1,18.3821,8
2024-08-05,6.3583,0.97,69.11,9.3952,0.3376,92.7607,1.59,27.4,17.6964,8
2024-08-06,18.7488,1.38,73.18,14.7774,0.4563,98.7595,0.43,26.78,6.3583,8
2024-08-07,30.8167,1.35,85.18,14.156,0.5618,82.2167,1.71,25.94,18.7488,8
2024-08-08,17.7726,1.08,73.01,16.9321,0.4635,88.0107,0.02,27.56,30.8167,8
2024-08-09,30.3738,2.77,82.53,13.1476,0.6881,81.5774,62.58,25.36,17.7726,8
2024-08-10,7.6714,1.83,78.69,8.2167,0.5212,74.4988,8.9,25.96,30.3738,8
2024-08-11,7.5774,1.75,73.6,12.3845,0.3763,61.4798,0.8,26.14,7.6714,8
2024-08-12,2.1405,3.18,81.66,7.3095,0.3301,56.9512,1.36,24.06,7.5774,8
2024-08-13,5.7869,1.88,83.34,7.1452,0.368,52.3226,0.98,23.24,2.1405,8
2024-08-14,12.1655,1.1,79.17,10.5202,0.3973,61.4214,0.81,25.39,5.7869,8
2024-08-15,23.7821,1.06,76.89,15.2571,0.5668,73.1429,1.23,26.24,12.1655,8
2024-08-16,25.781,1.13,82.86,16.8369,0.5955,61.0893,9.53,25.76,23.7821,8
2024-08-17,22.8976,0.54,84.14,12.5976,0.6045,79.6131,22.26,25.76,25.781,8
2024-08-18,14.2762,0.88,90.8,7.6143,0.5277,91.7405,15.19,24.58,22.8976,8
2024-08-19,13.8262,1.45,90.61,9.3655,0.5229,80.7917,9.16,24.34,14.2762,8
2024-08-20,7.3619,1.65,86.62,9.9726,0.4932,51.9024,13.57,24.64,13.8262,8
2024-08-21,8.044,0.83,82.48,9.7786,0.4789,63.6369,0.19,25.21,7.3619,8
2024-08-22,10.4107,1.25,75.34,13.3262,0.4362,61.6476,0.63,26.72,8.044,8
2024-08-23,19.7786,0.86,80.36,14.3643,0.647,79.294,7.36,26.68,10.4107,8
2024-08-24,13.1905,0.78,81.99,11.781,0.468,85.906,4.05,26.74,19.7786,8
2024-08-25,15.7893,1.32,84.54,14.5857,0.475,62.2845,12.65,24.05,13.1905,8
2024-08-26,8.1393,2.95,90.64,6.7238,0.4363,76.2869,95.62,21.78,15.7893,8
2024-08-27,7.9214,1.79,67.25,13.0167,0.3496,56.7381,0.0,22.81,8.1393,8
2024-08-28,13.6726,1.14,67.45,16.931,0.399,67.744,0.02,22.78,7.9214,8
2024-08-29,19.7298,1.41,73.44,18.5798,0.4704,89.8548,0.0,22.58,13.6726,8
2024-08-30,27.6464,1.11,73.45,19.0048,0.5727,105.0155,0.0,25.28,19.7298,8
2024-08-31,34.4417,2.37,87.57,15.9429,0.6827,94.294,0.99,24.49,27.6464,8
2024-09-01,11.65,2.35,75.82,13.0464,0.4299,58.0821,3.02,24.42,34.4417,9
2024-09-02,3.7405,1.72,69.82,11.0571,0.2773,63.1583,1.79,20.56,11.65,9
2024-09-03,13.5357,1.63,81.56,18.0952,0.4005,59.1179,1.72,20.67,3.7405,9
2024-09-04,35.6417,1.59,90.22,18.8071,0.6085,66.7631,14.51,21.78,13.5357,9
2024-09-05,9.2429,2.1,65.45,12.1774,0.3614,50.1536,0.97,22.86,35.6417,9
2024-09-06,7.2298,1.32,68.75,17.3524,0.3896,58.5214,0.29,21.6,9.2429,9
2024-09-07,13.2036,1.15,84.81,13.1833,0.4064,50.5667,15.58,20.09,7.2298,9
2024-09-08,16.0571,1.33,88.38,17.5262,0.4638,28.8714,8.43,20.88,13.2036,9
2024-09-09,37.0702,1.67,90.18,20.5869,0.913,32.2762,14.14,22.95,16.0571,9
2024-09-10,4.5464,2.16,73.56,15.4429,0.39,42.4286,1.53,19.81,37.0702,9
2024-09-11,6.2226,1.2,64.79,19.3595,0.3938,26.3476,0.05,21.24,4.5464,9
2024-09-12,7.7881,1.19,67.45,19.844,0.3899,48.6952,0.0,21.24,6.2226,9
2024-09-13,12.4107,1.73,76.36,22.0321,0.4887,69.119,0.14,20.32,7.7881,9
2024-09-14,7.8083,1.45,77.82,12.2964,0.3498,51.4298,0.12,18.62,12.4107,9
2024-09-15,11.9917,1.06,69.49,20.5274,0.4113,49.6524,0.01,17.99,7.8083,9
2024-09-16,18.9131,0.92,73.69,21.3702,0.4575,59.9952,0.54,20.24,11.9917,9
2024-09-17,12.719,1.49,84.0,13.8452,0.4615,58.9929,0.16,21.77,18.9131,9
2024-09-18,19.4845,1.23,84.04,13.5571,0.677,67.4571,0.11,21.76,12.719,9
2024-09-19,28.2607,1.02,84.66,19.1071,0.7457,83.0738,0.43,23.21,19.4845,9
2024-09-20,17.0988,3.22,85.42,13.175,0.4745,43.6333,16.5,14.74,28.2607,9
2024-09-21,1.6321,2.36,68.79,9.844,0.2413,53.7012,0.0,15.73,17.0988,9
2024-09-22,4.5202,2.06,66.03,14.7821,0.2456,50.1929,0.0,14.83,1.6321,9
2024-09-23,15.3405,1.52,69.04,24.044,0.3404,53.6702,0.0,15.98,4.5202,9
2024-09-24,31.9571,1.52,77.13,29.1952,0.4963,79.5036,0.5,16.83,15.3405,9
2024-09-25,25.331,1.83,75.64,19.6286,0.4482,51.8333,0.3,17.77,31.9571,9
2024-09-26,18.8464,1.36,80.39,25.7036,0.5754,39.8071,0.07,17.72,25.331,9
2024-09-27,25.5821,1.62,82.86,25.4548,0.5502,42.1571,0.0,17.66,18.8464,9
2024-09-28,24.0357,1.45,89.61,19.481,0.5865,30.8929,0.0,18.72,25.5821,9
2024-09-29,44.0476,2.55,88.14,19.6857,0.7929,55.2857,10.16,18.57,24.0357,9
2024-09-30,1.9714,2.7,69.61,12.6536,0.3506,32.1226,10.02,13.64,44.0476,9
2024-10-01,2.5202,3.65,63.42,9.4405,0.2283,46.7143,0.08,9.79,1.9714,10
2024-10-02,6.1262,1.83,59.31,15.8869,0.26,36.5071,0.0,11.03,2.5202,10
2024-10-03,13.8476,1.9,64.48,22.8536,0.349,43.0226,0.0,12.59,6.1262,10
2024-10-04,41.4,1.36,74.14,30.7,0.5198,61.3274,0.0,12.29,13.8476,10
2024-10-05,57.5893,1.22,75.85,33.3238,0.5933,69.7321,0.0,14.54,41.4,10
2024-10-06,60.8857,1.06,85.13,33.4643,0.6477,44.4024,1.07,15.0,57.5893,10
2024-10-07,12.4595,1.7,64.31,17.6774,0.3498,31.7155,0.0,13.43,60.8857,10
2024-10-08,12.0119,1.74,65.18,25.1512,0.3482,38.7786,0.0,13.76,12.4595,10
2024-10-09,56.2369,0.99,78.8,43.2524,0.6081,27.856,0.34,13.93,12.0119,10
2024-10-10,5.7976,2.19,57.67,17.6631,0.2515,48.181,0.0,11.64,56.2369,10
2024-10-11,24.5071,1.29,62.78,37.6131,0.4302,29.3905,0.0,14.53,5.7976,10
2024-10-12,54.8714,1.25,73.4,37.1464,0.6879,53.081,0.0,13.99,24.5071,10
2024-10-13,85.4833,0.99,91.5,28.7774,1.2546,46.1095,0.36,14.03,54.8714,10
2024-10-14,87.6024,1.33,80.77,29.0012,1.1924,42.6845,0.01,16.17,85.4833,10
2024-10-15,25.3702,2.39,66.94,20.8702,0.4523,43.1274,0.0,13.03,87.6024,10
2024-10-16,18.7083,1.41,86.89,27.8107,0.5544,33.2738,0.0,11.8,25.3702,10
2024-10-17,32.1643,0.86,93.89,32.7821,0.6408,18.1476,3.6,13.14,18.7083,10
2024-10-18,24.1131,2.14,85.79,18.6024,0.56,32.1714,3.69,11.86,32.1643,10
2024-10-19,2.6369,2.24,49.72,12.7119,0.2158,44.025,0.0,4.7,24.1131,10
2024-10-20,13.6048,1.67,55.26,26.3976,0.3987,22.1476,0.17,3.71,2.6369,10
2024-10-21,32.8333,0.97,77.98,29.5464,0.4583,17.8833,0.0,7.26,13.6048,10
2024-10-22,11.6845,2.32,62.35,20.4726,0.2992,38.2226,0.95,8.67,32.8333,10
2024-10-23,20.7571,1.82,68.71,34.9286,0.4231,19.194,0.0,9.06,11.6845,10
2024-10-24,41.0036,2.02,65.97,39.8869,0.5549,28.7107,0.0,11.69,20.7571,10
2024-10-25,106.0155,1.02,81.96,44.0476,0.7706,34.9119,0.0,11.58,41.0036,10
2024-10-26,151.8119,1.19,87.69,44.1798,1.0762,28.0917,0.09,10.68,106.0155,10
2024-10-27,14.5798,2.29,63.8,20.475,0.3245,35.931,0.0,10.28,151.8119,10
2024-10-28,22.0512,1.51,66.1,34.9012,0.4118,30.3012,0.0,9.83,14.5798,10
2024-10-29,65.2655,1.68,69.48,47.3929,0.6217,30.0607,0.0,11.4,22.0512,10
2024-10-30,64.5167,1.33,76.16,43.7643,0.8173,27.1964,0.0,10.55,65.2655,10
2024-10-31,95.956,0.84,90.51,47.1393,0.88,15.3512,0.01,11.43,64.5167,10
2024-11-01,96.2583,1.4,72.3,32.481,0.893,34.4821,0.0,12.48,95.956,11
2024-11-02,81.2155,1.53,83.01,31.706,0.8627,23.0143,0.01,11.08,96.2583,11
2024-11-03,44.3833,3.79,62.92,19.269,0.5893,43.1702,0.09,10.29,81.2155,11
2024-11-04,3.5571,2.53,48.58,14.6786,0.2542,36.3929,0.01,4.9,44.3833,11
2024-11-05,15.6036,2.13,56.77,33.5857,0.416,17.925,0.0,5.34,3.5571,11
2024-11-06,29.3548,1.52,61.18,44.2167,0.5686,17.5595,0.0,6.13,15.6036,11
2024-11-07,67.7369,1.01,74.27,57.9048,0.7964,15.3595,0.0,7.09,29.3548,11
2024-11-08,111.6238,1.17,84.41,57.2571,0.8779,23.4929,0.0,7.8,67.7369,11
2024-11-09,118.281,1.6,89.49,48.919,0.8719,25.9893,0.0,8.48,111.6238,11
2024-11-10,91.3036,1.8,82.12,33.7762,0.6804,34.0214,0.11,10.44,118.281,11
2024-11-11,52.7702,0.96,86.9,38.9345,0.8333,12.9619,0.05,8.4,91.3036,11
2024-11-12,60.9607,1.89,67.95,34.594,0.7388,20.9429,0.0,8.37,52.7702,11
2024-11-13,56.175,0.89,89.24,39.0131,0.8539,9.4845,7.91,8.22,60.9607,11
2024-11-14,34.7,1.47,74.76,33.2762,0.8058,18.0024,3.92,11.48,56.175,11
2024-11-15,48.5917,1.33,76.1,38.3488,0.9292,12.7048,0.5,9.6,34.7,11
2024-11-16,19.0131,3.49,50.27,20.9631,0.408,43.3143,0.0,6.62,48.5917,11
2024-11-17,6.5595,2.34,51.73,18.6774,0.234,43.6524,0.01,2.71,19.0131,11
2024-11-18,16.3905,1.7,67.32,31.5345,0.4713,17.4202,0.0,-0.21,6.5595,11
2024-11-19,33.1405,1.01,76.34,39.1405,0.601,10.956,0.0,2.99,16.3905,11
2024-11-20,45.275,2.32,69.47,40.8702,0.6323,15.6536,0.0,4.38,33.1405,11
2024-11-21,12.2048,2.6,59.99,27.2631,0.3208,34.0286,0.0,5.09,45.275,11
2024-11-22,11.6024,1.62,69.4,37.1821,0.4129,24.0369,0.0,4.14,12.2048,11
2024-11-23,29.4857,1.6,86.48,29.8774,0.5856,24.756,0.0,3.02,11.6024,11
2024-11-24,64.6869,1.15,91.05,43.6345,0.8606,7.6667,0.44,3.15,29.4857,11
2024-11-25,30.1524,4.07,66.78,20.7083,0.4367,35.7488,4.72,1.61,64.6869,11
2024-11-26,1.981,4.93,40.06,4.8607,0.2058,55.3381,0.04,-3.54,30.1524,11
2024-11-27,4.2024,6.13,39.46,5.0202,0.2195,53.6988,0.0,-3.2,1.981,11
2024-11-28,5.081,4.95,51.17,7.225,0.1858,44.4881,0.0,-0.6,4.2024,11
2024-11-29,11.9143,2.5,70.16,29.9202,0.3155,30.556,0.0,2.64,5.081,11
2024-11-30,19.9095,1.88,62.3,44.6476,0.496,17.2893,0.0,4.9,11.9143,11
2024-12-01,29.006,2.79,60.24,37.8738,0.5301,23.2667,0.0,4.14,19.9095,12
2024-12-02,3.8571,2.66,43.63,11.2667,0.2367,50.2167,0.0,-1.77,29.006,12
2024-12-03,14.5048,2.24,54.41,30.2679,0.3673,23.9762,0.0,-1.05,3.8571,12
2024-12-04,17.2524,2.4,57.34,32.8095,0.3658,29.7512,0.0,-0.31,14.5048,12
2024-12-05,9.15,2.75,58.28,16.0798,0.2543,42.5369,0.0,-0.36,17.2524,12
2024-12-06,9.1036,2.16,58.5,22.0512,0.2683,28.9,0.0,-1.19,9.15,12
2024-12-07,5.7143,3.92,50.06,7.2238,0.2445,52.3869,0.0,-3.83,9.1036,12
2024-12-08,11.5262,2.94,52.96,27.969,0.3786,32.7881,0.0,-3.23,5.7143,12
2024-12-09,22.5381,2.33,58.05,43.4131,0.5563,15.2905,0.0,-2.23,11.5262,12
2024-12-10,19.9286,2.03,62.51,36.856,0.4383,23.1905,0.0,-1.01,22.5381,12
2024-12-11,22.9071,1.56,65.93,34.9821,0.4935,24.4667,0.0,-1.0,19.9286,12
2024-12-12,42.4619,1.42,74.23,47.6393,0.7251,6.9048,0.23,-2.05,22.9071,12
2024-12-13,9.944,3.86,51.19,10.7738,0.2495,46.531,0.21,-2.42,42.4619,12
2024-12-14,9.4988,3.07,54.17,18.525,0.2873,45.0714,0.01,-3.84,9.944,12
2024-12-15,13.0119,2.42,55.9,25.1655,0.3339,41.6762,0.0,-1.76,9.4988,12
2024-12-16,15.1119,2.31,58.18,32.3369,0.3788,31.9393,0.0,-0.68,13.0119,12
2024-12-17,7.1821,2.96,56.26,13.7702,0.2518,51.0595,0.0,-2.97,15.1119,12
2024-12-18,6.656,2.55,49.37,15.2905,0.2583,47.2464,0.0,-3.47,7.1821,12
2024-12-19,25.3286,1.59,65.53,44.9536,0.5012,16.5417,0.0,-4.83,6.656,12
2024-12-20,21.1607,4.19,59.5,24.6655,0.373,30.631,0.0,-3.66,25.3286,12
2024-12-21,5.7702,5.01,49.05,7.7417,0.2414,51.7024,0.0,-4.44,21.1607,12
2024-12-22,12.7655,2.61,56.24,28.7083,0.36,36.0357,0.0,-3.88,5.7702,12
2024-12-23,21.0595,2.02,55.27,40.2298,0.522,23.8095,0.0,-2.79,12.7655,12
2024-12-24,29.5107,0.99,63.28,40.6893,0.5382,5.0952,0.0,-2.08,21.0595,12
2024-12-25,21.4905,4.29,52.84,20.5226,0.3385,28.5298,0.0,-4.02,29.5107,12
2024-12-26,8.6333,3.0,52.75,12.6345,0.235,42.294,0.0,-6.22,21.4905,12
2024-12-27,6.3917,4.63,48.36,6.0798,0.2268,53.9988,0.0,-6.31,8.6333,12
2024-12-28,12.8024,3.0,54.78,24.5583,0.3214,37.9298,0.0,-5.05,6.3917,12
2024-12-29,32.619,2.15,59.75,53.5286,0.6051,10.894,0.0,-3.86,12.8024,12
2024-12-30,24.6762,4.41,55.81,20.2607,0.3585,50.4024,0.0,-2.83,32.619,12
2024-12-31,19.9702,1.89,62.88,36.8548,0.428,28.9512,0.0,-3.5,24.6762,12
2025-01-01,23.6714,1.58,58.75,36.9536,0.5444,24.9524,0.0,-3.05,19.9702,1
2025-01-02,9.525,2.52,57.34,18.0798,0.3042,46.3643,0.0,-4.06,23.6714,1
2025-01-03,14.6881,1.88,54.39,30.8429,0.3544,33.2417,0.0,-3.94,9.525,1
2025-01-04,25.7679,2.35,57.14,43.5798,0.4952,13.1417,0.0,-2.12,14.6881,1
2025-01-05,21.7714,4.03,53.61,27.5083,0.4098,37.7976,0.0,-1.36,25.7679,1
2025-01-06,5.694,3.55,55.86,10.5405,0.251,50.3583,0.0,-3.16,21.7714,1
2025-01-07,4.1024,3.95,53.49,8.2167,0.2262,47.7286,0.0,-2.92,5.694,1
2025-01-08,3.7357,4.87,44.22,3.7976,0.207,56.4845,0.0,-6.51,4.1024,1
2025-01-09,6.231,2.87,49.1,10.744,0.2506,53.0774,0.0,-6.82,3.7357,1
2025-01-10,10.6845,2.77,49.25,25.569,0.3551,39.5167,0.0,-6.17,6.231,1
2025-01-11,17.9607,1.65,62.07,32.2238,0.4323,27.7976,0.05,-5.18,10.6845,1
2025-01-12,14.6131,2.26,55.68,17.0262,0.3098,42.6131,0.0,-4.32,17.9607,1
2025-01-13,25.7107,2.2,56.32,36.2738,0.483,25.2738,0.02,-1.69,14.6131,1
2025-01-14,7.3655,5.48,44.82,9.5298,0.2718,44.3357,0.01,-4.59,25.7107,1
2025-01-15,10.8869,3.09,49.2,18.8619,0.3544,35.9762,0.0,-5.75,7.3655,1
2025-01-16,17.0905,3.07,52.56,25.1357,0.4033,36.8,0.0,-2.45,10.8869,1
2025-01-17,35.1,1.9,55.75,49.5583,0.683,15.5929,0.0,-0.81,17.0905,1
2025-01-18,53.0655,2.78,53.15,57.7714,0.8892,15.1286,0.0,-0.7,35.1,1
2025-01-19,18.4262,3.02,48.75,28.4012,0.4107,44.5702,0.0,-0.03,53.0655,1
2025-01-20,35.3798,2.04,56.92,48.0583,0.6133,19.8238,0.0,0.41,18.4262,1
2025-01-21,26.6607,2.33,55.59,33.3655,0.5126,35.3262,0.0,0.74,35.3798,1
2025-01-22,34.9881,1.45,63.35,36.0738,0.7098,30.1,0.0,-0.88,26.6607,1
2025-01-23,56.9631,1.15,65.69,40.9131,0.7775,24.7381,0.0,-0.91,34.9881,1
2025-01-24,83.6655,1.4,74.13,39.4321,0.9746,35.1298,0.0,-1.15,56.9631,1
2025-01-25,107.5274,1.05,78.5,36.6179,1.238,35.3476,0.62,-2.05,83.6655,1
2025-01-26,39.8024,5.08,50.31,10.4476,0.4143,56.1893,0.94,-3.28,107.5274,1
2025-01-27,3.8071,6.69,37.44,3.7881,0.2492,56.8107,0.0,-8.21,39.8024,1
2025-01-28,11.4881,3.1,42.94,6.5048,0.3051,59.5429,0.0,-7.85,3.8071,1
2025-01-29,70.6929,1.49,56.79,15.0464,0.4414,46.7905,0.0,-5.95,11.4881,1
2025-01-30,40.3429,1.55,71.4,11.5631,0.6114,51.9821,0.0,-7.96,70.6929,1
2025-01-31,52.8917,1.32,79.23,14.7821,0.6871,44.4976,0.0,-6.5,40.3429,1
2025-02-01,63.2667,1.45,84.93,16.8381,0.9556,40.1095,0.0,-5.12,52.8917,2
2025-02-02,38.3667,3.78,55.34,12.1952,0.5727,51.4238,0.0,-3.49,63.2667,2
2025-02-03,4.1202,4.16,42.05,3.6667,0.2794,69.6345,0.0,-6.58,38.3667,2
2025-02-04,6.4595,4.2,43.29,5.9524,0.2992,63.6857,0.0,-6.92,4.1202,2
2025-02-05,8.5488,3.39,40.29,6.6155,0.3039,64.0631,0.0,-6.94,6.4595,2
2025-02-06,11.5976,5.0,43.45,7.3083,0.2793,57.9893,0.0,-7.97,8.5488,2
2025-02-07,5.2476,7.58,33.58,2.6202,0.2801,65.8143,0.0,-11.73,11.5976,2
2025-02-08,6.4036,3.46,41.54,6.5286,0.2674,63.5405,0.0,-8.36,5.2476,2
2025-02-09,11.0071,2.27,47.66,17.3667,0.3531,49.6119,0.0,-6.82,6.4036,2
2025-02-10,41.0774,1.5,56.76,41.9119,0.6426,28.5988,0.0,-3.5,11.0071,2
2025-02-11,88.7548,1.65,71.59,56.0917,0.9933,23.1702,0.0,-2.04,41.0774,2
2025-02-12,9.025,3.72,45.17,10.8929,0.2461,60.2155,0.0,-1.45,88.7548,2
2025-02-13,35.8976,2.66,45.35,28.581,0.417,38.4679,0.0,0.1,9.025,2
2025-02-14,34.6012,2.54,44.85,38.0833,0.5451,36.3464,0.0,2.53,35.8976,2
2025-02-15,45.0655,3.34,49.54,32.7869,0.5115,47.9667,0.0,2.26,34.6012,2
2025-02-16,8.1619,3.28,42.71,5.8798,0.2194,69.194,0.0,0.06,45.0655,2
2025-02-17,6.9857,2.01,43.69,9.8238,0.2469,56.619,0.0,-1.71,8.1619,2
2025-02-18,15.4857,2.15,42.1,24.2024,0.3589,42.8524,0.0,-1.05,6.9857,2
2025-02-19,9.9821,1.9,43.92,19.369,0.3033,50.8417,0.0,-0.58,15.4857,2
2025-02-20,9.7833,2.52,42.44,15.1655,0.344,55.7595,0.0,-1.44,9.9821,2
2025-02-21,7.9464,2.17,45.94,14.6238,0.2914,56.2202,0.0,-3.31,9.7833,2
2025-02-22,7.4738,3.11,40.78,10.2821,0.2864,61.106,0.0,-4.22,7.9464,2
2025-02-23,7.3452,3.36,40.94,8.3798,0.2944,66.2726,0.0,-3.59,7.4738,2
2025-02-24,19.9048,2.6,44.98,34.4667,0.4837,40.6452,0.0,-0.7,7.3452,2
2025-02-25,21.1226,3.65,43.76,25.175,0.4265,53.7429,0.0,1.05,19.9048,2
2025-02-26,24.6476,2.07,43.84,39.5667,0.5589,40.5238,0.0,1.71,21.1226,2
2025-02-27,68.2976,1.44,55.17,54.5036,0.8011,37.8857,0.0,4.18,24.6476,2
2025-02-28,97.0071,2.39,48.1,59.7333,0.9339,57.6071,0.0,6.93,68.2976,2
2025-03-01,160.5381,1.62,75.72,53.4238,1.3802,66.2131,0.05,6.11,97.0071,3
2025-03-02,51.8202,2.27,61.73,19.7333,0.7001,63.3845,0.91,2.26,160.5381,3
2025-03-03,16.4417,1.58,47.64,26.7024,0.454,49.7607,0.0,0.91,51.8202,3
2025-03-04,23.2619,1.94,48.06,24.3655,0.4198,57.6417,0.0,1.15,16.4417,3
2025-03-05,50.4024,1.42,60.05,33.8679,0.6911,49.8619,0.0,2.73,23.2619,3
2025-03-06,9.606,2.17,48.13,17.8417,0.3026,64.5571,0.0,3.91,50.4024,3
